account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,customer_age_days,singup_month,singup_quarter,capital,region,population,currency,flag
A-993085,Company_258,Healthtech,Us,2023-06-01,Ads,Basic,31,True,False,1148,June,2,,,,,
A-92a3af,Company_259,Cybersecurity,In,2024-07-07,Organic,Enterprise,25,False,False,746,July,3,,,,,
A-151c9a,Company_260,Fintech,Us,2023-01-27,Ads,Enterprise,23,False,False,1273,January,1,,,,,
A-474ad4,Company_261,Edtech,Us,2023-11-28,Organic,Basic,8,False,False,968,November,4,,,,,
A-4ef964,Company_262,Healthtech,Us,2024-03-07,Organic,Pro,17,False,False,868,March,1,,,,,
A-fd9422,Company_263,Cybersecurity,Us,2024-04-04,Organic,Pro,58,False,False,840,April,2,,,,,
A-0baac2,Company_264,Fintech,De,2024-05-30,Organic,Enterprise,14,False,True,784,May,2,,,,,
A-bb1486,Company_265,Healthtech,Us,2024-11-05,Organic,Basic,41,False,False,625,November,4,,,,,
A-560d27,Company_266,Devtools,Us,2024-05-05,Organic,Pro,23,False,False,809,May,2,,,,,
A-0b0d6d,Company_267,Devtools,Us,2024-12-30,Organic,Pro,3,False,False,570,December,4,,,,,
A-2789e3,Company_268,Fintech,Us,2024-09-14,Partner,Enterprise,11,False,False,677,September,3,,,,,
A-b07346,Company_269,Healthtech,Us,2024-10-10,Partner,Pro,51,False,True,651,October,4,,,,,
A-902ef7,Company_270,Healthtech,Us,2024-09-03,Other,Enterprise,83,False,True,688,September,3,,,,,
A-20736a,Company_271,Edtech,In,2024-03-16,Organic,Enterprise,50,False,False,859,March,1,,,,,
A-e4bf56,Company_272,Healthtech,In,2024-10-28,Ads,Pro,17,False,True,633,October,4,,,,,
A-cea1f0,Company_273,Fintech,Us,2024-04-07,Event,Pro,8,False,True,837,April,2,,,,,
A-ef84cf,Company_274,Edtech,Us,2024-03-01,Partner,Enterprise,8,False,False,874,March,1,,,,,
A-d49cc5,Company_275,Cybersecurity,Fr,2023-09-19,Event,Basic,50,False,False,1038,September,3,,,,,
A-67be94,Company_276,Edtech,Us,2023-04-04,Organic,Enterprise,26,False,False,1206,April,2,,,,,
A-4e960a,Company_277,Fintech,Us,2024-01-17,Other,Enterprise,12,True,True,918,January,1,,,,,
A-c37cab,Company_278,Cybersecurity,Uk,2024-07-29,Event,Pro,13,False,False,724,July,3,,,,,
A-533452,Company_279,Devtools,Au,2024-11-12,Organic,Pro,9,False,False,618,November,4,,,,,
A-443b7c,Company_280,Cybersecurity,Us,2024-09-06,Other,Enterprise,1,False,True,685,September,3,,,,,
A-1f7acb,Company_281,Fintech,Uk,2023-08-06,Ads,Basic,64,True,False,1082,August,3,,,,,
A-f51f16,Company_282,Healthtech,Us,2023-12-25,Partner,Enterprise,1,False,False,941,December,4,,,,,
A-5a3eb9,Company_283,Devtools,Ca,2023-08-20,Other,Enterprise,18,True,False,1068,August,3,,,,,
A-5f2961,Company_284,Healthtech,Us,2024-11-22,Partner,Basic,4,False,False,608,November,4,,,,,
A-417d2f,Company_285,Cybersecurity,In,2023-07-04,Partner,Pro,4,True,False,1115,July,3,,,,,
A-e98302,Company_286,Edtech,Us,2023-12-26,Ads,Enterprise,16,True,False,940,December,4,,,,,
A-8bde0c,Company_287,Devtools,Us,2024-11-04,Organic,Basic,12,False,False,626,November,4,,,,,
A-bcf87c,Company_288,Fintech,Us,2024-06-27,Event,Pro,10,False,True,756,June,2,,,,,
A-54ecc2,Company_289,Cybersecurity,Us,2023-06-11,Partner,Enterprise,4,False,False,1138,June,2,,,,,
A-625d0b,Company_290,Edtech,Au,2024-09-02,Ads,Basic,9,False,False,689,September,3,,,,,
A-fce879,Company_291,Edtech,Uk,2024-09-24,Partner,Pro,10,True,True,667,September,3,,,,,
A-b07b56,Company_292,Devtools,Us,2024-11-08,Event,Pro,25,False,True,622,November,4,,,,,
A-6da850,Company_293,Fintech,In,2023-10-07,Organic,Pro,5,False,False,1020,October,4,,,,,
A-342303,Company_294,Edtech,Us,2024-03-16,Other,Pro,1,True,False,859,March,1,,,,,
A-e7a1e2,Company_295,Cybersecurity,Us,2024-06-23,Event,Enterprise,3,False,False,760,June,2,,,,,
A-f1f639,Company_296,Edtech,Us,2023-02-26,Ads,Basic,2,False,False,1243,February,1,,,,,
A-a865bd,Company_297,Cybersecurity,Us,2023-09-19,Organic,Pro,38,False,False,1038,September,3,,,,,
A-4e631b,Company_298,Fintech,Us,2024-03-16,Other,Enterprise,22,False,False,859,March,1,,,,,
A-7f6b86,Company_299,Healthtech,Us,2023-08-24,Partner,Basic,45,True,True,1064,August,3,,,,,
A-8adedc,Company_300,Edtech,Us,2024-02-11,Event,Basic,4,True,True,893,February,1,,,,,
A-2edab2,Company_301,Healthtech,Us,2023-11-17,Event,Enterprise,17,False,False,979,November,4,,,,,
A-149a69,Company_302,Devtools,Us,2024-10-17,Event,Basic,34,False,False,644,October,4,,,,,
A-a6d261,Company_303,Fintech,Ca,2023-11-29,Other,Pro,9,False,False,967,November,4,,,,,
A-443f6f,Company_304,Cybersecurity,Us,2024-12-07,Organic,Basic,19,False,False,593,December,4,,,,,
A-202b67,Company_305,Healthtech,Us,2024-03-22,Organic,Pro,11,False,False,853,March,1,,,,,
A-00bed1,Company_306,Cybersecurity,Us,2023-11-14,Ads,Basic,28,True,False,982,November,4,,,,,
A-ffc04f,Company_307,Edtech,Us,2024-06-06,Ads,Pro,13,False,False,777,June,2,,,,,
A-65c341,Company_308,Fintech,Us,2023-12-26,Ads,Pro,11,True,False,940,December,4,,,,,
A-dcc2f0,Company_309,Fintech,Uk,2023-07-22,Organic,Basic,15,False,False,1097,July,3,,,,,
A-ced9aa,Company_310,Devtools,Us,2024-10-05,Other,Enterprise,3,False,False,656,October,4,,,,,
A-3d957b,Company_311,Healthtech,Uk,2024-04-04,Other,Pro,14,False,False,840,April,2,,,,,
A-89ee83,Company_312,Cybersecurity,Us,2024-10-04,Organic,Pro,1,False,True,657,October,4,,,,,
A-883b7d,Company_313,Cybersecurity,In,2024-03-28,Other,Basic,17,False,False,847,March,1,,,,,
A-dcc3f1,Company_314,Healthtech,Us,2023-12-27,Event,Pro,21,False,False,939,December,4,,,,,
A-c62e55,Company_315,Edtech,Us,2023-02-08,Partner,Basic,1,True,False,1261,February,1,,,,,
A-e4144b,Company_316,Edtech,Uk,2024-10-22,Other,Pro,41,False,False,639,October,4,,,,,
A-e40f45,Company_317,Healthtech,Us,2024-04-18,Organic,Pro,21,False,False,826,April,2,,,,,
A-96215d,Company_318,Fintech,Us,2024-08-08,Event,Enterprise,10,False,False,714,August,3,,,,,
A-2b9d3e,Company_319,Edtech,Us,2023-06-04,Partner,Enterprise,1,False,False,1145,June,2,,,,,
A-b7724f,Company_320,Healthtech,Uk,2023-03-28,Organic,Basic,1,False,False,1213,March,1,,,,,
A-310452,Company_321,Devtools,Fr,2024-12-25,Other,Enterprise,9,False,False,575,December,4,,,,,
A-eb1312,Company_322,Fintech,Us,2024-09-16,Partner,Pro,25,False,False,675,September,3,,,,,
A-df1e44,Company_323,Cybersecurity,Uk,2024-02-23,Organic,Enterprise,12,False,False,881,February,1,,,,,
A-6a7c9d,Company_324,Cybersecurity,Us,2024-10-24,Organic,Enterprise,26,False,True,637,October,4,,,,,
A-cbd1a3,Company_325,Devtools,Us,2024-11-25,Other,Basic,6,False,True,605,November,4,,,,,
A-a8d89d,Company_326,Edtech,Us,2023-12-08,Ads,Pro,13,False,False,958,December,4,,,,,
A-600734,Company_327,Devtools,Us,2023-11-14,Organic,Pro,29,True,True,982,November,4,,,,,
A-86fc1d,Company_328,Devtools,Uk,2024-07-26,Partner,Basic,26,False,False,727,July,3,,,,,
A-78f02b,Company_329,Healthtech,Us,2024-11-17,Event,Enterprise,11,False,False,613,November,4,,,,,
A-acb7f7,Company_330,Edtech,Us,2024-01-06,Ads,Basic,32,False,False,929,January,1,,,,,
A-712f1c,Company_331,Devtools,Us,2023-12-16,Ads,Basic,17,False,True,950,December,4,,,,,
A-3793ee,Company_332,Cybersecurity,Ca,2023-03-21,Organic,Enterprise,49,True,False,1220,March,1,,,,,
A-9a532a,Company_333,Healthtech,Us,2024-07-06,Partner,Enterprise,11,False,False,747,July,3,,,,,
A-2ebb4b,Company_334,Healthtech,Us,2023-05-15,Ads,Basic,41,False,False,1165,May,2,,,,,
A-6843f2,Company_335,Healthtech,Ca,2024-12-10,Ads,Enterprise,21,False,False,590,December,4,,,,,
A-c9bb3e,Company_336,Edtech,Us,2024-03-24,Ads,Pro,5,False,False,851,March,1,,,,,
A-4814a3,Company_337,Cybersecurity,In,2024-09-17,Event,Basic,87,False,True,674,September,3,,,,,
A-b7b7b7,Company_338,Fintech,Us,2024-06-30,Event,Basic,24,False,True,753,June,2,,,,,
A-ccc747,Company_339,Healthtech,Fr,2024-01-12,Event,Pro,16,False,True,923,January,1,,,,,
A-bb3bd4,Company_340,Healthtech,Us,2024-01-27,Ads,Basic,23,False,False,908,January,1,,,,,
A-09316c,Company_341,Fintech,Au,2024-09-11,Organic,Enterprise,70,False,False,680,September,3,,,,,
A-96bbc6,Company_342,Cybersecurity,Us,2024-05-07,Organic,Enterprise,39,False,False,807,May,2,,,,,
A-bc4d48,Company_343,Edtech,Us,2024-06-12,Ads,Pro,35,True,False,771,June,2,,,,,
A-b30291,Company_344,Healthtech,Us,2024-04-05,Event,Basic,5,True,True,839,April,2,,,,,
A-cdf020,Company_345,Devtools,Au,2023-08-16,Organic,Pro,23,False,False,1072,August,3,,,,,
A-e6afc1,Company_346,Devtools,Us,2023-02-24,Ads,Pro,1,False,False,1245,February,1,,,,,
A-e3bd71,Company_347,Cybersecurity,Us,2023-03-25,Partner,Basic,31,False,False,1216,March,1,,,,,
A-b179bf,Company_348,Cybersecurity,In,2024-10-27,Ads,Basic,43,False,False,634,October,4,,,,,
A-098560,Company_349,Devtools,Uk,2023-10-21,Ads,Enterprise,1,False,True,1006,October,4,,,,,
A-82861f,Company_350,Devtools,Uk,2024-04-25,Organic,Basic,41,False,False,819,April,2,,,,,
A-94c3cd,Company_351,Fintech,Ca,2023-09-20,Other,Enterprise,32,False,False,1037,September,3,,,,,
A-a33200,Company_352,Healthtech,Us,2024-09-15,Partner,Basic,29,False,False,676,September,3,,,,,
A-034368,Company_353,Edtech,Us,2023-11-05,Event,Enterprise,19,False,False,991,November,4,,,,,
A-b54c01,Company_354,Devtools,Us,2024-09-29,Event,Enterprise,29,False,False,662,September,3,,,,,
A-d82ef9,Company_355,Edtech,Uk,2024-07-02,Other,Basic,26,False,True,751,July,3,,,,,
A-bb2f49,Company_356,Cybersecurity,Us,2023-05-28,Other,Pro,8,False,False,1152,May,2,,,,,
A-1f559b,Company_357,Healthtech,Us,2023-09-04,Organic,Enterprise,5,True,True,1053,September,3,,,,,
A-5a215a,Company_358,Edtech,Fr,2024-01-05,Other,Enterprise,87,False,False,930,January,1,,,,,
A-3f9cc0,Company_359,Healthtech,Us,2024-06-03,Event,Basic,22,False,False,780,June,2,,,,,
A-f9cc74,Company_360,Devtools,Fr,2024-10-12,Partner,Enterprise,30,True,False,649,October,4,,,,,
A-ed510f,Company_361,Cybersecurity,In,2023-01-17,Partner,Basic,42,False,False,1283,January,1,,,,,
A-5c9849,Company_362,Edtech,In,2024-11-03,Partner,Basic,19,False,False,627,November,4,,,,,
A-a7bd4b,Company_363,Cybersecurity,Us,2023-02-15,Ads,Enterprise,5,False,False,1254,February,1,,,,,
A-d4ac0e,Company_364,Devtools,Uk,2024-04-20,Ads,Basic,18,False,False,824,April,2,,,,,
A-ffdfd5,Company_365,Edtech,Us,2024-04-13,Organic,Basic,3,False,True,831,April,2,,,,,
A-0dbdc6,Company_366,Cybersecurity,De,2023-02-12,Other,Pro,30,False,True,1257,February,1,,,,,
A-7cfe77,Company_367,Devtools,Us,2024-07-10,Ads,Pro,69,False,False,743,July,3,,,,,
A-1f0636,Company_368,Edtech,Au,2024-01-01,Partner,Pro,105,False,False,934,January,1,,,,,
A-40de06,Company_369,Cybersecurity,Us,2023-05-08,Event,Enterprise,28,False,True,1172,May,2,,,,,
A-cb5333,Company_370,Devtools,Us,2024-03-26,Ads,Pro,33,False,False,849,March,1,,,,,
A-309e54,Company_371,Devtools,Us,2024-12-09,Other,Pro,15,False,False,591,December,4,,,,,
A-6e7827,Company_372,Devtools,Us,2023-03-26,Other,Basic,1,False,False,1215,March,1,,,,,
A-50bb9f,Company_373,Cybersecurity,Us,2024-07-12,Organic,Pro,2,False,False,741,July,3,,,,,
A-5fe118,Company_374,Cybersecurity,Us,2024-11-07,Other,Enterprise,39,False,False,623,November,4,,,,,
A-5247b3,Company_375,Fintech,Uk,2024-03-12,Partner,Pro,16,True,False,863,March,1,,,,,
A-f44180,Company_376,Cybersecurity,Uk,2023-02-13,Event,Pro,9,False,False,1256,February,1,,,,,
A-c16cf7,Company_377,Edtech,Us,2024-10-16,Event,Pro,13,True,False,645,October,4,,,,,
A-d42431,Company_378,Fintech,Fr,2024-06-09,Ads,Enterprise,22,True,False,774,June,2,,,,,
A-6965e1,Company_379,Devtools,Us,2024-11-25,Organic,Basic,13,False,False,605,November,4,,,,,
A-0354fe,Company_380,Cybersecurity,Us,2024-10-22,Other,Basic,34,False,False,639,October,4,,,,,
A-0a62f5,Company_381,Fintech,Uk,2024-09-11,Partner,Pro,16,False,False,680,September,3,,,,,
A-f5641b,Company_382,Edtech,Us,2024-03-30,Other,Pro,31,False,False,845,March,1,,,,,
A-b44e3e,Company_383,Cybersecurity,Uk,2024-02-12,Ads,Basic,40,False,False,892,February,1,,,,,
A-3b37d9,Company_384,Fintech,Us,2023-01-27,Event,Enterprise,23,False,False,1273,January,1,,,,,
A-54d94a,Company_385,Cybersecurity,In,2023-05-01,Event,Basic,27,False,False,1179,May,2,,,,,
A-7f29a7,Company_386,Cybersecurity,Uk,2024-09-18,Event,Basic,41,True,False,673,September,3,,,,,
A-089363,Company_387,Fintech,Au,2023-05-06,Event,Basic,2,False,False,1174,May,2,,,,,
A-524364,Company_388,Devtools,Fr,2024-12-31,Partner,Enterprise,3,False,False,569,December,4,,,,,
A-855a48,Company_389,Edtech,Us,2023-12-22,Partner,Pro,14,True,False,944,December,4,,,,,
A-756192,Company_390,Fintech,In,2023-06-11,Other,Basic,19,False,False,1138,June,2,,,,,
A-49b828,Company_391,Fintech,In,2023-05-05,Ads,Pro,6,False,False,1175,May,2,,,,,
A-c7ffc2,Company_392,Cybersecurity,Us,2023-01-27,Partner,Pro,30,True,False,1273,January,1,,,,,
A-751c58,Company_393,Fintech,Uk,2024-07-18,Organic,Basic,15,False,False,735,July,3,,,,,
A-72799b,Company_394,Devtools,Fr,2023-11-13,Event,Enterprise,20,False,True,983,November,4,,,,,
A-812c5b,Company_395,Devtools,Ca,2024-02-25,Organic,Basic,55,False,True,879,February,1,,,,,
A-69b156,Company_396,Edtech,Us,2023-11-21,Other,Pro,7,False,True,975,November,4,,,,,
A-075038,Company_397,Healthtech,Uk,2023-05-12,Ads,Basic,17,False,False,1168,May,2,,,,,
A-940b8b,Company_398,Healthtech,De,2024-03-19,Organic,Basic,1,False,False,856,March,1,,,,,
A-2d1036,Company_399,Fintech,Us,2024-06-14,Ads,Pro,69,False,True,769,June,2,,,,,
A-0f6450,Company_400,Fintech,Us,2024-12-27,Other,Pro,28,True,True,573,December,4,,,,,
A-9affe6,Company_401,Cybersecurity,Us,2023-03-22,Other,Pro,7,False,False,1219,March,1,,,,,
A-80eeb6,Company_402,Cybersecurity,Uk,2023-05-09,Organic,Enterprise,22,False,False,1171,May,2,,,,,
A-d4e0d4,Company_403,Fintech,Us,2024-10-18,Other,Basic,117,False,False,643,October,4,,,,,
A-c7e58b,Company_404,Healthtech,In,2023-06-25,Other,Pro,3,False,False,1124,June,2,,,,,
A-016043,Company_405,Edtech,Ca,2024-07-31,Organic,Basic,4,True,False,722,July,3,,,,,
A-bbe56f,Company_406,Healthtech,Us,2023-02-16,Ads,Enterprise,21,False,False,1253,February,1,,,,,
A-7c5768,Company_407,Healthtech,Uk,2024-03-02,Event,Enterprise,3,False,False,873,March,1,,,,,
A-751bd4,Company_408,Cybersecurity,Uk,2024-07-12,Partner,Pro,10,False,False,741,July,3,,,,,
A-4e0e85,Company_409,Devtools,Us,2023-09-08,Organic,Enterprise,6,False,False,1049,September,3,,,,,
A-ad3abd,Company_410,Fintech,Us,2023-03-03,Event,Pro,44,False,False,1238,March,1,,,,,
A-e19ff6,Company_411,Cybersecurity,Uk,2023-07-28,Partner,Enterprise,1,False,False,1091,July,3,,,,,
A-7920cc,Company_412,Cybersecurity,Fr,2023-11-23,Ads,Pro,39,False,False,973,November,4,,,,,
A-5a92e7,Company_413,Healthtech,Us,2024-06-11,Ads,Pro,4,False,False,772,June,2,,,,,
A-fdfc91,Company_414,Cybersecurity,Us,2023-05-06,Ads,Basic,29,False,False,1174,May,2,,,,,
A-1e50e0,Company_415,Cybersecurity,De,2023-02-21,Other,Pro,19,True,True,1248,February,1,,,,,
A-1e1b80,Company_416,Fintech,Ca,2023-09-12,Other,Enterprise,50,False,False,1045,September,3,,,,,
A-659280,Company_417,Fintech,In,2023-11-17,Event,Enterprise,13,True,True,979,November,4,,,,,
A-f6b2fb,Company_418,Devtools,Au,2024-04-23,Event,Basic,23,False,False,821,April,2,,,,,
A-cb6cc6,Company_419,Devtools,Us,2023-04-03,Ads,Basic,13,True,False,1207,April,2,,,,,
A-d62e02,Company_420,Cybersecurity,Us,2024-08-20,Partner,Pro,6,False,False,702,August,3,,,,,
A-d535f6,Company_421,Devtools,Us,2024-09-03,Organic,Basic,12,True,True,688,September,3,,,,,
A-39868b,Company_422,Fintech,Au,2024-03-17,Partner,Pro,9,False,False,858,March,1,,,,,
A-3cc791,Company_423,Edtech,Us,2024-01-10,Other,Enterprise,6,False,False,925,January,1,,,,,
A-337bc1,Company_424,Cybersecurity,Us,2023-07-19,Organic,Pro,30,True,False,1100,July,3,,,,,
A-58b9ff,Company_425,Devtools,In,2024-05-31,Partner,Enterprise,2,False,False,783,May,2,,,,,
A-bf7919,Company_426,Healthtech,Us,2024-11-27,Organic,Pro,3,False,False,603,November,4,,,,,
A-1d5444,Company_427,Cybersecurity,Us,2024-01-18,Partner,Basic,24,False,True,917,January,1,,,,,
A-0f3e88,Company_428,Healthtech,Us,2023-07-23,Other,Basic,7,False,True,1096,July,3,,,,,
A-7641d3,Company_429,Edtech,Us,2023-02-16,Partner,Pro,8,True,True,1253,February,1,,,,,
A-cd458b,Company_430,Devtools,Us,2024-06-15,Other,Basic,10,True,False,768,June,2,,,,,
A-c16b88,Company_431,Healthtech,Us,2023-12-02,Event,Enterprise,23,False,False,964,December,4,,,,,
A-59f724,Company_432,Healthtech,Us,2023-11-03,Other,Enterprise,3,True,False,993,November,4,,,,,
A-87aa7b,Company_433,Healthtech,Us,2024-05-16,Organic,Pro,24,True,False,798,May,2,,,,,
A-1e6fc3,Company_434,Edtech,Fr,2023-12-06,Other,Pro,1,False,False,960,December,4,,,,,
A-39ddf4,Company_435,Edtech,Us,2024-12-05,Partner,Enterprise,40,False,False,595,December,4,,,,,
A-34ea2f,Company_436,Healthtech,Us,2024-08-15,Organic,Enterprise,8,False,True,707,August,3,,,,,
A-716841,Company_437,Fintech,Us,2024-05-06,Other,Pro,45,False,False,808,May,2,,,,,
A-558c72,Company_438,Fintech,Us,2023-06-01,Organic,Basic,12,False,False,1148,June,2,,,,,
A-b11cd0,Company_439,Devtools,Us,2023-01-20,Ads,Pro,26,True,True,1280,January,1,,,,,
A-cc1d8d,Company_440,Fintech,Us,2024-12-08,Other,Pro,5,False,False,592,December,4,,,,,
A-7f4db3,Company_441,Fintech,Us,2023-03-05,Other,Pro,4,False,False,1236,March,1,,,,,
A-db5e9e,Company_442,Devtools,Us,2024-11-09,Partner,Basic,4,False,False,621,November,4,,,,,
A-cc102e,Company_443,Healthtech,Us,2024-04-15,Partner,Enterprise,13,False,False,829,April,2,,,,,
A-82d8a6,Company_444,Cybersecurity,Uk,2024-11-28,Ads,Basic,5,False,False,602,November,4,,,,,
A-dec005,Company_445,Healthtech,Us,2023-10-13,Partner,Pro,21,False,False,1014,October,4,,,,,
A-5790f4,Company_446,Fintech,Uk,2024-12-22,Event,Pro,1,True,False,578,December,4,,,,,
A-7c83a1,Company_447,Cybersecurity,Us,2024-05-06,Partner,Pro,12,False,False,808,May,2,,,,,
A-297a2d,Company_448,Healthtech,Uk,2023-05-05,Event,Pro,27,False,False,1175,May,2,,,,,
A-4c56c9,Company_449,Fintech,Us,2023-12-20,Partner,Enterprise,9,False,True,946,December,4,,,,,
A-cbbe12,Company_450,Cybersecurity,De,2023-03-22,Partner,Enterprise,40,False,False,1219,March,1,,,,,
A-4a267b,Company_451,Fintech,Us,2024-05-05,Other,Pro,25,False,False,809,May,2,,,,,
A-bcbe98,Company_452,Cybersecurity,Us,2024-07-29,Other,Enterprise,46,False,False,724,July,3,,,,,
A-427b69,Company_453,Fintech,Us,2024-08-23,Other,Basic,17,False,False,699,August,3,,,,,
A-0be015,Company_454,Fintech,Us,2024-10-15,Event,Pro,19,False,False,646,October,4,,,,,
A-054577,Company_455,Edtech,Uk,2024-04-28,Ads,Basic,2,False,False,816,April,2,,,,,
A-bc87bc,Company_456,Fintech,Us,2024-07-17,Event,Pro,3,False,False,736,July,3,,,,,
A-0f7d77,Company_457,Fintech,In,2024-10-28,Partner,Pro,3,False,False,633,October,4,,,,,
A-e7beab,Company_458,Edtech,De,2023-10-20,Organic,Enterprise,5,False,False,1007,October,4,,,,,
A-a09355,Company_459,Fintech,Us,2024-08-10,Organic,Basic,14,False,False,712,August,3,,,,,
A-31ab9a,Company_460,Fintech,De,2024-03-03,Organic,Pro,3,False,False,872,March,1,,,,,
A-0158bb,Company_461,Fintech,De,2024-05-22,Partner,Basic,5,False,False,792,May,2,,,,,
A-f19b24,Company_462,Cybersecurity,Us,2023-01-10,Organic,Pro,29,True,False,1290,January,1,,,,,
A-798a3f,Company_463,Devtools,Fr,2023-10-19,Other,Enterprise,12,False,True,1008,October,4,,,,,
A-42b791,Company_464,Fintech,Au,2024-05-20,Event,Pro,3,False,False,794,May,2,,,,,
A-068fc6,Company_465,Edtech,Us,2023-07-17,Event,Enterprise,35,False,False,1102,July,3,,,,,
A-6f50ae,Company_466,Fintech,Us,2023-09-21,Partner,Pro,19,False,True,1036,September,3,,,,,
A-a2485e,Company_467,Fintech,Us,2024-08-04,Event,Pro,3,True,False,718,August,3,,,,,
A-bb1eaa,Company_468,Cybersecurity,Us,2024-06-11,Organic,Basic,21,False,False,772,June,2,,,,,
A-cc98bc,Company_469,Devtools,Us,2023-05-24,Ads,Basic,32,False,False,1156,May,2,,,,,
A-d77f4c,Company_470,Devtools,Us,2023-09-25,Partner,Pro,4,True,False,1032,September,3,,,,,
A-ccabf0,Company_471,Healthtech,In,2023-11-06,Organic,Pro,1,False,False,990,November,4,,,,,
A-700ade,Company_472,Cybersecurity,Uk,2024-10-31,Organic,Enterprise,1,True,False,630,October,4,,,,,
A-4a4c2d,Company_473,Devtools,Us,2023-05-02,Event,Enterprise,54,False,False,1178,May,2,,,,,
A-b7ef83,Company_474,Cybersecurity,Uk,2024-05-29,Partner,Pro,1,True,False,785,May,2,,,,,
A-e08cd3,Company_475,Fintech,Us,2024-09-21,Ads,Pro,67,True,False,670,September,3,,,,,
A-19b2c8,Company_476,Devtools,In,2023-06-06,Other,Pro,20,False,False,1143,June,2,,,,,
A-970c97,Company_477,Healthtech,De,2024-03-01,Other,Enterprise,14,False,False,874,March,1,,,,,
A-6dee43,Company_478,Fintech,Uk,2023-08-12,Other,Basic,3,True,False,1076,August,3,,,,,
A-5ed98d,Company_479,Devtools,Us,2024-06-22,Partner,Basic,24,False,False,761,June,2,,,,,
A-c58f49,Company_480,Edtech,Us,2024-07-31,Other,Enterprise,70,True,False,722,July,3,,,,,
A-9c18c4,Company_481,Healthtech,Us,2023-07-27,Ads,Pro,11,False,True,1092,July,3,,,,,
A-cc8c8f,Company_482,Devtools,Us,2024-06-16,Ads,Enterprise,23,False,False,767,June,2,,,,,
A-5f7781,Company_483,Devtools,Us,2024-08-20,Other,Pro,22,False,False,702,August,3,,,,,
A-e1b9cd,Company_484,Devtools,Us,2023-02-26,Event,Pro,40,False,True,1243,February,1,,,,,
A-ac85cd,Company_485,Edtech,Us,2024-07-31,Partner,Enterprise,53,False,False,722,July,3,,,,,
A-d792a6,Company_486,Devtools,Us,2023-01-23,Organic,Enterprise,4,False,False,1277,January,1,,,,,
A-ac9111,Company_487,Healthtech,Us,2023-08-12,Event,Pro,21,True,False,1076,August,3,,,,,
A-18793f,Company_488,Edtech,Us,2024-12-18,Organic,Basic,148,True,False,582,December,4,,,,,
A-9f0b68,Company_489,Edtech,Us,2024-04-28,Ads,Basic,10,False,False,816,April,2,,,,,
A-d3c88e,Company_490,Devtools,Us,2024-10-18,Event,Pro,16,False,False,643,October,4,,,,,
A-ccb686,Company_491,Devtools,Us,2024-01-22,Other,Basic,10,False,False,913,January,1,,,,,
A-118f1c,Company_492,Cybersecurity,Us,2024-10-31,Other,Pro,32,False,False,630,October,4,,,,,
A-0e966d,Company_493,Fintech,In,2024-06-25,Ads,Basic,11,False,True,758,June,2,,,,,
A-b9f5b1,Company_494,Cybersecurity,Us,2023-01-24,Other,Pro,15,True,False,1276,January,1,,,,,
A-8ae3fc,Company_495,Devtools,Ca,2024-06-28,Ads,Pro,9,False,False,755,June,2,,,,,
A-55f257,Company_496,Fintech,Us,2023-12-21,Organic,Basic,9,False,False,945,December,4,,,,,
A-d26ab4,Company_497,Devtools,Uk,2024-11-07,Organic,Basic,9,False,True,623,November,4,,,,,
A-712533,Company_498,Edtech,Us,2023-07-31,Organic,Pro,18,False,False,1088,July,3,,,,,
A-781cc0,Company_499,Edtech,Us,2024-09-04,Organic,Pro,12,False,False,687,September,3,,,,,
